mandt,land1,teleffrom,telefto,telefrm,telexfrom,telexto,mobile_sms,operation_flag,is_deleted,recordstamp
000,JM,011,1809,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,JM,011,1809,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,JM,011,1809,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,JM,011,1809,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,JM,011,1809,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,JM,011,1809,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,US,011,1,0,,23,,L,False,2022-01-31 20:43:39.619600+00:00
001,US,011,1,0,,23,,L,False,2022-01-31 20:43:39.619600+00:00
050,US,011,1,0,,23,,L,False,2022-01-31 20:43:39.619600+00:00
100,US,011,1,0,,23,,L,False,2022-01-31 20:43:39.619600+00:00
200,US,011,1,0,,23,,L,False,2022-01-31 20:43:39.619600+00:00
250,US,011,1,0,,23,,L,False,2022-01-31 20:43:39.619600+00:00
000,MW,101,265,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MW,101,265,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MW,101,265,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MW,101,265,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MW,101,265,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MW,101,265,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,ZW,110,263,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,ZW,110,263,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,ZW,110,263,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,ZW,110,263,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,ZW,110,263,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,ZW,110,263,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,RU,810,7,8,,64,,L,False,2022-01-31 20:43:39.619600+00:00
001,RU,810,7,8,,64,,L,False,2022-01-31 20:43:39.619600+00:00
050,RU,810,7,8,,64,,L,False,2022-01-31 20:43:39.619600+00:00
100,RU,810,7,8,,64,,L,False,2022-01-31 20:43:39.619600+00:00
200,RU,810,7,8,,64,,L,False,2022-01-31 20:43:39.619600+00:00
250,RU,810,7,8,,64,,L,False,2022-01-31 20:43:39.619600+00:00
000,UA,810,38,8,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,UA,810,38,8,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,UA,810,38,8,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,UA,810,38,8,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,UA,810,38,8,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,UA,810,38,8,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,GH,00,233,9,,52,,L,False,2022-01-31 20:43:39.619600+00:00
001,GH,00,233,9,,52,,L,False,2022-01-31 20:43:39.619600+00:00
050,GH,00,233,9,,52,,L,False,2022-01-31 20:43:39.619600+00:00
100,GH,00,233,9,,52,,L,False,2022-01-31 20:43:39.619600+00:00
200,GH,00,233,9,,52,,L,False,2022-01-31 20:43:39.619600+00:00
250,GH,00,233,9,,52,,L,False,2022-01-31 20:43:39.619600+00:00
000,CZ,00,420,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
001,CZ,00,420,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
050,CZ,00,420,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
100,CZ,00,420,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
200,CZ,00,420,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
250,CZ,00,420,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
000,ES,00,34,,,52,X,L,False,2022-01-31 20:43:39.619600+00:00
001,ES,00,34,,,52,X,L,False,2022-01-31 20:43:39.619600+00:00
050,ES,00,34,,,52,X,L,False,2022-01-31 20:43:39.619600+00:00
100,ES,00,34,,,52,X,L,False,2022-01-31 20:43:39.619600+00:00
200,ES,00,34,,,52,X,L,False,2022-01-31 20:43:39.619600+00:00
250,ES,00,34,,,52,X,L,False,2022-01-31 20:43:39.619600+00:00
000,HU,00,36,,,61,X,L,False,2022-01-31 20:43:39.619600+00:00
001,HU,00,36,,,61,X,L,False,2022-01-31 20:43:39.619600+00:00
050,HU,00,36,,,61,X,L,False,2022-01-31 20:43:39.619600+00:00
100,HU,00,36,,,61,X,L,False,2022-01-31 20:43:39.619600+00:00
200,HU,00,36,,,61,X,L,False,2022-01-31 20:43:39.619600+00:00
250,HU,00,36,,,61,X,L,False,2022-01-31 20:43:39.619600+00:00
000,ID,00,62,,,73,X,L,False,2022-01-31 20:43:39.619600+00:00
001,ID,00,62,,,73,X,L,False,2022-01-31 20:43:39.619600+00:00
050,ID,00,62,,,73,X,L,False,2022-01-31 20:43:39.619600+00:00
100,ID,00,62,,,73,X,L,False,2022-01-31 20:43:39.619600+00:00
200,ID,00,62,,,73,X,L,False,2022-01-31 20:43:39.619600+00:00
250,ID,00,62,,,73,X,L,False,2022-01-31 20:43:39.619600+00:00
000,IT,00,39,,,43,X,L,False,2022-01-31 20:43:39.619600+00:00
001,IT,00,39,,,43,X,L,False,2022-01-31 20:43:39.619600+00:00
050,IT,00,39,,,43,X,L,False,2022-01-31 20:43:39.619600+00:00
100,IT,00,39,,,43,X,L,False,2022-01-31 20:43:39.619600+00:00
200,IT,00,39,,,43,X,L,False,2022-01-31 20:43:39.619600+00:00
250,IT,00,39,,,43,X,L,False,2022-01-31 20:43:39.619600+00:00
000,NL,00,31,,,44,X,L,False,2022-01-31 20:43:39.619600+00:00
001,NL,00,31,,,44,X,L,False,2022-01-31 20:43:39.619600+00:00
050,NL,00,31,,,44,X,L,False,2022-01-31 20:43:39.619600+00:00
100,NL,00,31,,,44,X,L,False,2022-01-31 20:43:39.619600+00:00
200,NL,00,31,,,44,X,L,False,2022-01-31 20:43:39.619600+00:00
250,NL,00,31,,,44,X,L,False,2022-01-31 20:43:39.619600+00:00
000,SK,00,421,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
001,SK,00,421,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
050,SK,00,421,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
100,SK,00,421,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
200,SK,00,421,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
250,SK,00,421,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
000,KR,001,82,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
001,KR,001,82,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
050,KR,001,82,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
100,KR,001,82,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
200,KR,001,82,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
250,KR,001,82,,,,X,L,False,2022-01-31 20:43:39.619600+00:00
000,SE,009,46,,,54,X,L,False,2022-01-31 20:43:39.619600+00:00
001,SE,009,46,,,54,X,L,False,2022-01-31 20:43:39.619600+00:00
050,SE,009,46,,,54,X,L,False,2022-01-31 20:43:39.619600+00:00
100,SE,009,46,,,54,X,L,False,2022-01-31 20:43:39.619600+00:00
200,SE,009,46,,,54,X,L,False,2022-01-31 20:43:39.619600+00:00
250,SE,009,46,,,54,X,L,False,2022-01-31 20:43:39.619600+00:00
000,BE,00,32,0,,46,X,L,False,2022-01-31 20:43:39.619600+00:00
001,BE,00,32,0,,46,X,L,False,2022-01-31 20:43:39.619600+00:00
050,BE,00,32,0,,46,X,L,False,2022-01-31 20:43:39.619600+00:00
100,BE,00,32,0,,46,X,L,False,2022-01-31 20:43:39.619600+00:00
200,BE,00,32,0,,46,X,L,False,2022-01-31 20:43:39.619600+00:00
250,BE,00,32,0,,46,X,L,False,2022-01-31 20:43:39.619600+00:00
000,BR,00,55,0,,38,X,L,False,2022-01-31 20:43:39.619600+00:00
001,BR,00,55,0,,38,X,L,False,2022-01-31 20:43:39.619600+00:00
050,BR,00,55,0,,38,X,L,False,2022-01-31 20:43:39.619600+00:00
100,BR,00,55,0,,38,X,L,False,2022-01-31 20:43:39.619600+00:00
200,BR,00,55,0,,38,X,L,False,2022-01-31 20:43:39.619600+00:00
250,BR,00,55,0,,38,X,L,False,2022-01-31 20:43:39.619600+00:00
000,CH,00,41,0,,45,X,L,False,2022-01-31 20:43:39.619600+00:00
001,CH,00,41,0,,45,X,L,False,2022-01-31 20:43:39.619600+00:00
050,CH,00,41,0,,45,X,L,False,2022-01-31 20:43:39.619600+00:00
100,CH,00,41,0,,45,X,L,False,2022-01-31 20:43:39.619600+00:00
200,CH,00,41,0,,45,X,L,False,2022-01-31 20:43:39.619600+00:00
250,CH,00,41,0,,45,X,L,False,2022-01-31 20:43:39.619600+00:00
000,CL,00,56,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
001,CL,00,56,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
050,CL,00,56,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
100,CL,00,56,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
200,CL,00,56,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
250,CL,00,56,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
000,DE,00,49,0,0,,X,L,False,2022-01-31 20:43:39.619600+00:00
001,DE,00,49,0,0,,X,L,False,2022-01-31 20:43:39.619600+00:00
050,DE,00,49,0,0,,X,L,False,2022-01-31 20:43:39.619600+00:00
100,DE,00,49,0,0,,X,L,False,2022-01-31 20:43:39.619600+00:00
200,DE,00,49,0,0,,X,L,False,2022-01-31 20:43:39.619600+00:00
250,DE,00,49,0,0,,X,L,False,2022-01-31 20:43:39.619600+00:00
000,IN,00,91,0,,81,X,L,False,2022-01-31 20:43:39.619600+00:00
001,IN,00,91,0,,81,X,L,False,2022-01-31 20:43:39.619600+00:00
050,IN,00,91,0,,81,X,L,False,2022-01-31 20:43:39.619600+00:00
100,IN,00,91,0,,81,X,L,False,2022-01-31 20:43:39.619600+00:00
200,IN,00,91,0,,81,X,L,False,2022-01-31 20:43:39.619600+00:00
250,IN,00,91,0,,81,X,L,False,2022-01-31 20:43:39.619600+00:00
000,MY,00,60,0,,84,X,L,False,2022-01-31 20:43:39.619600+00:00
001,MY,00,60,0,,84,X,L,False,2022-01-31 20:43:39.619600+00:00
050,MY,00,60,0,,84,X,L,False,2022-01-31 20:43:39.619600+00:00
100,MY,00,60,0,,84,X,L,False,2022-01-31 20:43:39.619600+00:00
200,MY,00,60,0,,84,X,L,False,2022-01-31 20:43:39.619600+00:00
250,MY,00,60,0,,84,X,L,False,2022-01-31 20:43:39.619600+00:00
000,NZ,00,64,0,,74,X,L,False,2022-01-31 20:43:39.619600+00:00
001,NZ,00,64,0,,74,X,L,False,2022-01-31 20:43:39.619600+00:00
050,NZ,00,64,0,,74,X,L,False,2022-01-31 20:43:39.619600+00:00
100,NZ,00,64,0,,74,X,L,False,2022-01-31 20:43:39.619600+00:00
200,NZ,00,64,0,,74,X,L,False,2022-01-31 20:43:39.619600+00:00
250,NZ,00,64,0,,74,X,L,False,2022-01-31 20:43:39.619600+00:00
000,PH,00,63,0,,75,X,L,False,2022-01-31 20:43:39.619600+00:00
001,PH,00,63,0,,75,X,L,False,2022-01-31 20:43:39.619600+00:00
050,PH,00,63,0,,75,X,L,False,2022-01-31 20:43:39.619600+00:00
100,PH,00,63,0,,75,X,L,False,2022-01-31 20:43:39.619600+00:00
200,PH,00,63,0,,75,X,L,False,2022-01-31 20:43:39.619600+00:00
250,PH,00,63,0,,75,X,L,False,2022-01-31 20:43:39.619600+00:00
000,PL,00,48,0,,63,X,L,False,2022-01-31 20:43:39.619600+00:00
001,PL,00,48,0,,63,X,L,False,2022-01-31 20:43:39.619600+00:00
050,PL,00,48,0,,63,X,L,False,2022-01-31 20:43:39.619600+00:00
100,PL,00,48,0,,63,X,L,False,2022-01-31 20:43:39.619600+00:00
200,PL,00,48,0,,63,X,L,False,2022-01-31 20:43:39.619600+00:00
250,PL,00,48,0,,63,X,L,False,2022-01-31 20:43:39.619600+00:00
000,IE,16,353,0,,88,X,L,False,2022-01-31 20:43:39.619600+00:00
001,IE,16,353,0,,88,X,L,False,2022-01-31 20:43:39.619600+00:00
050,IE,16,353,0,,88,X,L,False,2022-01-31 20:43:39.619600+00:00
100,IE,16,353,0,,88,X,L,False,2022-01-31 20:43:39.619600+00:00
200,IE,16,353,0,,88,X,L,False,2022-01-31 20:43:39.619600+00:00
250,IE,16,353,0,,88,X,L,False,2022-01-31 20:43:39.619600+00:00
000,TR,99,90,0,,607,X,L,False,2022-01-31 20:43:39.619600+00:00
001,TR,99,90,0,,607,X,L,False,2022-01-31 20:43:39.619600+00:00
050,TR,99,90,0,,607,X,L,False,2022-01-31 20:43:39.619600+00:00
100,TR,99,90,0,,607,X,L,False,2022-01-31 20:43:39.619600+00:00
200,TR,99,90,0,,607,X,L,False,2022-01-31 20:43:39.619600+00:00
250,TR,99,90,0,,607,X,L,False,2022-01-31 20:43:39.619600+00:00
000,JP,001,81,0,,72,X,L,False,2022-01-31 20:43:39.619600+00:00
001,JP,001,81,0,,72,X,L,False,2022-01-31 20:43:39.619600+00:00
050,JP,001,81,0,,72,X,L,False,2022-01-31 20:43:39.619600+00:00
100,JP,001,81,0,,72,X,L,False,2022-01-31 20:43:39.619600+00:00
200,JP,001,81,0,,72,X,L,False,2022-01-31 20:43:39.619600+00:00
250,JP,001,81,0,,72,X,L,False,2022-01-31 20:43:39.619600+00:00
000,TH,001,66,0,,86,X,L,False,2022-01-31 20:43:39.619600+00:00
001,TH,001,66,0,,86,X,L,False,2022-01-31 20:43:39.619600+00:00
050,TH,001,66,0,,86,X,L,False,2022-01-31 20:43:39.619600+00:00
100,TH,001,66,0,,86,X,L,False,2022-01-31 20:43:39.619600+00:00
200,TH,001,66,0,,86,X,L,False,2022-01-31 20:43:39.619600+00:00
250,TH,001,66,0,,86,X,L,False,2022-01-31 20:43:39.619600+00:00
000,TW,002,886,0,,785,X,L,False,2022-01-31 20:43:39.619600+00:00
001,TW,002,886,0,,785,X,L,False,2022-01-31 20:43:39.619600+00:00
050,TW,002,886,0,,785,X,L,False,2022-01-31 20:43:39.619600+00:00
100,TW,002,886,0,,785,X,L,False,2022-01-31 20:43:39.619600+00:00
200,TW,002,886,0,,785,X,L,False,2022-01-31 20:43:39.619600+00:00
250,TW,002,886,0,,785,X,L,False,2022-01-31 20:43:39.619600+00:00
000,SG,005,65,0,,87,X,L,False,2022-01-31 20:43:39.619600+00:00
001,SG,005,65,0,,87,X,L,False,2022-01-31 20:43:39.619600+00:00
050,SG,005,65,0,,87,X,L,False,2022-01-31 20:43:39.619600+00:00
100,SG,005,65,0,,87,X,L,False,2022-01-31 20:43:39.619600+00:00
200,SG,005,65,0,,87,X,L,False,2022-01-31 20:43:39.619600+00:00
250,SG,005,65,0,,87,X,L,False,2022-01-31 20:43:39.619600+00:00
000,GB,010,44,0,,51,X,L,False,2022-01-31 20:43:39.619600+00:00
001,GB,010,44,0,,51,X,L,False,2022-01-31 20:43:39.619600+00:00
050,GB,010,44,0,,51,X,L,False,2022-01-31 20:43:39.619600+00:00
100,GB,010,44,0,,51,X,L,False,2022-01-31 20:43:39.619600+00:00
200,GB,010,44,0,,51,X,L,False,2022-01-31 20:43:39.619600+00:00
250,GB,010,44,0,,51,X,L,False,2022-01-31 20:43:39.619600+00:00
000,NO,095,47,0,,56,X,L,False,2022-01-31 20:43:39.619600+00:00
001,NO,095,47,0,,56,X,L,False,2022-01-31 20:43:39.619600+00:00
050,NO,095,47,0,,56,X,L,False,2022-01-31 20:43:39.619600+00:00
100,NO,095,47,0,,56,X,L,False,2022-01-31 20:43:39.619600+00:00
200,NO,095,47,0,,56,X,L,False,2022-01-31 20:43:39.619600+00:00
250,NO,095,47,0,,56,X,L,False,2022-01-31 20:43:39.619600+00:00
000,FI,990,358,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
001,FI,990,358,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
050,FI,990,358,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
100,FI,990,358,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
200,FI,990,358,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
250,FI,990,358,0,,,X,L,False,2022-01-31 20:43:39.619600+00:00
000,AU,0011,61,0,,71,X,L,False,2022-01-31 20:43:39.619600+00:00
001,AU,0011,61,0,,71,X,L,False,2022-01-31 20:43:39.619600+00:00
050,AU,0011,61,0,,71,X,L,False,2022-01-31 20:43:39.619600+00:00
100,AU,0011,61,0,,71,X,L,False,2022-01-31 20:43:39.619600+00:00
200,AU,0011,61,0,,71,X,L,False,2022-01-31 20:43:39.619600+00:00
250,AU,0011,61,0,,71,X,L,False,2022-01-31 20:43:39.619600+00:00
100,AM,,374,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AZ,,994,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BA,,387,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BY,,375,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CF,,236,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CX,,61,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,EE,,372,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,ER,,291,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GQ,,240,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GW,,245,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,HR,,385,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,KG,,7,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,KH,,855,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,KP,,850,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,KZ,,7,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,LA,,856,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,LB,,961,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,LT,,370,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,LV,,371,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MD,,373,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MH,,692,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MK,,389,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MM,,95,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MN,,976,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,NF,,6723,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,NR,,674,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,PW,,680,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SH,,290,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SI,,386,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,TJ,,7,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,TM,,7,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,UZ,,7,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,YE,,967,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,YT,,269,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,FK,0,500,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,KI,0,686,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,KY,0,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,LC,0,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SC,0,248,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,ST,0,239,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,TC,0,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,VC,0,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,WS,0,685,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AD,00,376,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AE,00,971,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AL,00,355,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AN,00,599,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AW,00,297,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BJ,00,229,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CC,00,672,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CI,00,225,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CK,00,682,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,FR,00,33,,,42,,I,False,2022-04-21 15:05:19.132801+00:00
100,GA,00,241,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GF,00,594,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GI,00,350,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GP,00,590,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GT,00,502,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,KW,00,965,,,496,,I,False,2022-04-21 15:05:19.132801+00:00
100,LR,00,231,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MC,00,377,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MO,00,853,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MQ,00,596,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,NC,00,687,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,NI,00,505,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,PF,00,689,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,PM,00,508,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,RE,00,262,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SB,00,677,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SM,00,378,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,TD,00,235,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,TG,00,228,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,UG,00,256,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,VU,00,678,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BZ,01,501,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CO,90,57,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GN,001,224,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GY,001,592,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SR,001,597,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GU,002,671,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GL,009,299,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AG,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AI,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AS,011,684,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BB,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BM,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BS,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,DM,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,DO,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,FM,011,691,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GD,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,KN,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MP,011,670,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MS,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,VG,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,VI,011,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,PR,135,1809,,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AO,,244,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BO,,591,0,,71,,I,False,2022-04-21 15:05:19.132801+00:00
100,CU,,53,0,,38,,I,False,2022-04-21 15:05:19.132801+00:00
100,PY,,595,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,RO,,40,0,,65,,I,False,2022-04-21 15:05:19.132801+00:00
100,SD,,249,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SL,,232,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SO,,252,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SS,,211,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,TZ,,255,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,VN,,84,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,ZR,,243,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BH,0,973,0,,47,,I,False,2022-04-21 15:05:19.132801+00:00
100,CV,0,238,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MT,0,356,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,QA,0,974,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,SV,0,503,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,MV,6,960,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,AR,00,54,0,,33,,I,False,2022-04-21 15:05:19.132801+00:00
100,AT,00,43,0,,47,,I,False,2022-04-21 15:05:19.132801+00:00
100,BD,00,880,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BF,00,226,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BG,00,359,0,,67,,I,False,2022-04-21 15:05:19.132801+00:00
100,BN,00,673,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,BW,00,267,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CG,00,242,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CM,00,237,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CN,00,86,0,,85,,I,False,2022-04-21 15:05:19.132801+00:00
100,CR,00,506,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,CY,00,357,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,DJ,00,253,0,,38,,I,False,2022-04-21 15:05:19.132801+00:00
100,DZ,00,213,0,,408,,I,False,2022-04-21 15:05:19.132801+00:00
100,EC,00,593,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,EG,00,20,0,,66,,I,False,2022-04-21 15:05:19.132801+00:00
100,ET,00,251,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,GM,00,220,0,,42,,I,False,2022-04-21 15:05:19.132801+00:00
100,GR,00,30,0,,601,,I,False,2022-04-21 15:05:19.132801+00:00
100,HN,00,504,0,,51,,I,False,2022-04-21 15:05:19.132801+00:00
100,HT,00,509,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,IL,00,972,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,IQ,00,964,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,IR,00,98,0,,88,,I,False,2022-04-21 15:05:19.132801+00:00
100,JO,00,962,0,,43,,I,False,2022-04-21 15:05:19.132801+00:00
100,LI,00,423,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,LK,00,94,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,LS,00,266,0,,,,I,False,2022-04-21 15:05:19.132801+00:00
100,LU,00,352,0,,402,,I,False,2022-04-21 15:05:19.132801+00:00
100,LY,00,218,0,,901,,I,False,2022-04-21 15:05:19.132801+00:00
