mandt,waers,isocd,altwr,gdatu,xprimary,operation_flag,is_deleted,recordstamp
200,UZS,UZS,860,,,L,False,2022-01-31 20:43:51.581515+00:00
250,UZS,UZS,860,,,L,False,2022-01-31 20:43:51.581515+00:00
000,VEB,VEB,862,,,L,False,2022-01-31 20:43:51.581515+00:00
001,VEB,VEB,862,,,L,False,2022-01-31 20:43:51.581515+00:00
050,VEB,VEB,862,,,L,False,2022-01-31 20:43:51.581515+00:00
100,VEB,VEB,862,,,L,False,2022-01-31 20:43:51.581515+00:00
200,VEB,VEB,862,,,L,False,2022-01-31 20:43:51.581515+00:00
250,VEB,VEB,862,,,L,False,2022-01-31 20:43:51.581515+00:00
000,VEF,VEF,937,,,L,False,2022-01-31 20:43:51.581515+00:00
001,VEF,VEF,937,,,L,False,2022-01-31 20:43:51.581515+00:00
050,VEF,VEF,937,,,L,False,2022-01-31 20:43:51.581515+00:00
100,VEF,VEF,937,,,L,False,2022-01-31 20:43:51.581515+00:00
200,VEF,VEF,937,,,L,False,2022-01-31 20:43:51.581515+00:00
250,VEF,VEF,937,,,L,False,2022-01-31 20:43:51.581515+00:00
000,VND,VND,704,,,L,False,2022-01-31 20:43:51.581515+00:00
001,VND,VND,704,,,L,False,2022-01-31 20:43:51.581515+00:00
050,VND,VND,704,,,L,False,2022-01-31 20:43:51.581515+00:00
100,VND,VND,704,,,L,False,2022-01-31 20:43:51.581515+00:00
200,VND,VND,704,,,L,False,2022-01-31 20:43:51.581515+00:00
250,VND,VND,704,,,L,False,2022-01-31 20:43:51.581515+00:00
000,VUV,VUV,548,,,L,False,2022-01-31 20:43:51.581515+00:00
001,VUV,VUV,548,,,L,False,2022-01-31 20:43:51.581515+00:00
050,VUV,VUV,548,,,L,False,2022-01-31 20:43:51.581515+00:00
100,VUV,VUV,548,,,L,False,2022-01-31 20:43:51.581515+00:00
200,VUV,VUV,548,,,L,False,2022-01-31 20:43:51.581515+00:00
250,VUV,VUV,548,,,L,False,2022-01-31 20:43:51.581515+00:00
000,WST,WST,882,,,L,False,2022-01-31 20:43:51.581515+00:00
001,WST,WST,882,,,L,False,2022-01-31 20:43:51.581515+00:00
050,WST,WST,882,,,L,False,2022-01-31 20:43:51.581515+00:00
100,WST,WST,882,,,L,False,2022-01-31 20:43:51.581515+00:00
200,WST,WST,882,,,L,False,2022-01-31 20:43:51.581515+00:00
250,WST,WST,882,,,L,False,2022-01-31 20:43:51.581515+00:00
000,XAF,XAF,950,,,L,False,2022-01-31 20:43:51.581515+00:00
001,XAF,XAF,950,,,L,False,2022-01-31 20:43:51.581515+00:00
050,XAF,XAF,950,,,L,False,2022-01-31 20:43:51.581515+00:00
100,XAF,XAF,950,,,L,False,2022-01-31 20:43:51.581515+00:00
200,XAF,XAF,950,,,L,False,2022-01-31 20:43:51.581515+00:00
250,XAF,XAF,950,,,L,False,2022-01-31 20:43:51.581515+00:00
000,XCD,XCD,951,,,L,False,2022-01-31 20:43:51.581515+00:00
001,XCD,XCD,951,,,L,False,2022-01-31 20:43:51.581515+00:00
050,XCD,XCD,951,,,L,False,2022-01-31 20:43:51.581515+00:00
100,XCD,XCD,951,,,L,False,2022-01-31 20:43:51.581515+00:00
200,XCD,XCD,951,,,L,False,2022-01-31 20:43:51.581515+00:00
250,XCD,XCD,951,,,L,False,2022-01-31 20:43:51.581515+00:00
000,XEU,XEU,954,,,L,False,2022-01-31 20:43:51.581515+00:00
001,XEU,XEU,954,,,L,False,2022-01-31 20:43:51.581515+00:00
050,XEU,XEU,954,,,L,False,2022-01-31 20:43:51.581515+00:00
100,XEU,XEU,954,,,L,False,2022-01-31 20:43:51.581515+00:00
200,XEU,XEU,954,,,L,False,2022-01-31 20:43:51.581515+00:00
250,XEU,XEU,954,,,L,False,2022-01-31 20:43:51.581515+00:00
000,XOF,XOF,952,,,L,False,2022-01-31 20:43:51.581515+00:00
001,XOF,XOF,952,,,L,False,2022-01-31 20:43:51.581515+00:00
050,XOF,XOF,952,,,L,False,2022-01-31 20:43:51.581515+00:00
100,XOF,XOF,952,,,L,False,2022-01-31 20:43:51.581515+00:00
200,XOF,XOF,952,,,L,False,2022-01-31 20:43:51.581515+00:00
250,XOF,XOF,952,,,L,False,2022-01-31 20:43:51.581515+00:00
000,YER,YER,886,,,L,False,2022-01-31 20:43:51.581515+00:00
001,YER,YER,886,,,L,False,2022-01-31 20:43:51.581515+00:00
050,YER,YER,886,,,L,False,2022-01-31 20:43:51.581515+00:00
100,YER,YER,886,,,L,False,2022-01-31 20:43:51.581515+00:00
200,YER,YER,886,,,L,False,2022-01-31 20:43:51.581515+00:00
250,YER,YER,886,,,L,False,2022-01-31 20:43:51.581515+00:00
000,YUM,YUM,891,,,L,False,2022-01-31 20:43:51.581515+00:00
001,YUM,YUM,891,,,L,False,2022-01-31 20:43:51.581515+00:00
050,YUM,YUM,891,,,L,False,2022-01-31 20:43:51.581515+00:00
100,YUM,YUM,891,,,L,False,2022-01-31 20:43:51.581515+00:00
200,YUM,YUM,891,,,L,False,2022-01-31 20:43:51.581515+00:00
250,YUM,YUM,891,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ZAR,ZAR,710,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ZAR,ZAR,710,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ZAR,ZAR,710,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ZAR,ZAR,710,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ZAR,ZAR,710,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ZAR,ZAR,710,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ZMK,ZMK,894,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ZMK,ZMK,894,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ZMK,ZMK,894,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ZMK,ZMK,894,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ZMK,ZMK,894,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ZMK,ZMK,894,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ZMW,ZMW,967,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ZMW,ZMW,967,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ZMW,ZMW,967,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ZMW,ZMW,967,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ZMW,ZMW,967,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ZMW,ZMW,967,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ZRN,ZRN,180,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ZRN,ZRN,180,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ZRN,ZRN,180,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ZRN,ZRN,180,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ZRN,ZRN,180,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ZRN,ZRN,180,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ZWD,ZWD,716,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ZWD,ZWD,716,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ZWD,ZWD,716,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ZWD,ZWD,716,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ZWD,ZWD,716,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ZWD,ZWD,716,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ZWL,ZWL,932,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ZWL,ZWL,932,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ZWL,ZWL,932,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ZWL,ZWL,932,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ZWL,ZWL,932,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ZWL,ZWL,932,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ZWN,ZWN,942,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ZWN,ZWN,942,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ZWN,ZWN,942,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ZWN,ZWN,942,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ZWN,ZWN,942,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ZWN,ZWN,942,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ZWR,ZWR,935,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ZWR,ZWR,935,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ZWR,ZWR,935,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ZWR,ZWR,935,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ZWR,ZWR,935,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ZWR,ZWR,935,,,L,False,2022-01-31 20:43:51.581515+00:00
000,CLP4,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
001,CLP4,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
050,CLP4,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
100,CLP4,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
200,CLP4,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
250,CLP4,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
000,DEM3,DEM,280,,,L,False,2022-01-31 20:43:51.581515+00:00
001,DEM3,DEM,280,,,L,False,2022-01-31 20:43:51.581515+00:00
050,DEM3,DEM,280,,,L,False,2022-01-31 20:43:51.581515+00:00
100,DEM3,DEM,280,,,L,False,2022-01-31 20:43:51.581515+00:00
200,DEM3,DEM,280,,,L,False,2022-01-31 20:43:51.581515+00:00
250,DEM3,DEM,280,,,L,False,2022-01-31 20:43:51.581515+00:00
000,EUR4,EU4,978,,,L,False,2022-01-31 20:43:51.581515+00:00
001,EUR4,EU4,978,,,L,False,2022-01-31 20:43:51.581515+00:00
050,EUR4,EU4,978,,,L,False,2022-01-31 20:43:51.581515+00:00
100,EUR4,EU4,978,,,L,False,2022-01-31 20:43:51.581515+00:00
200,EUR4,EU4,978,,,L,False,2022-01-31 20:43:51.581515+00:00
250,EUR4,EU4,978,,,L,False,2022-01-31 20:43:51.581515+00:00
000,NZD5,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
001,NZD5,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
050,NZD5,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
100,NZD5,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
200,NZD5,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
250,NZD5,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
000,USDN,USD,840,,,L,False,2022-01-31 20:43:51.581515+00:00
001,USDN,USD,840,,,L,False,2022-01-31 20:43:51.581515+00:00
050,USDN,USD,840,,,L,False,2022-01-31 20:43:51.581515+00:00
100,USDN,USD,840,,,L,False,2022-01-31 20:43:51.581515+00:00
200,USDN,USD,840,,,L,False,2022-01-31 20:43:51.581515+00:00
250,USDN,USD,840,,,L,False,2022-01-31 20:43:51.581515+00:00
000,CLP,CLP,152,,X,L,False,2022-01-31 20:43:51.581515+00:00
001,CLP,CLP,152,,X,L,False,2022-01-31 20:43:51.581515+00:00
050,CLP,CLP,152,,X,L,False,2022-01-31 20:43:51.581515+00:00
100,CLP,CLP,152,,X,L,False,2022-01-31 20:43:51.581515+00:00
200,CLP,CLP,152,,X,L,False,2022-01-31 20:43:51.581515+00:00
250,CLP,CLP,152,,X,L,False,2022-01-31 20:43:51.581515+00:00
000,CNY,CNY,156,,X,L,False,2022-01-31 20:43:51.581515+00:00
001,CNY,CNY,156,,X,L,False,2022-01-31 20:43:51.581515+00:00
050,CNY,CNY,156,,X,L,False,2022-01-31 20:43:51.581515+00:00
100,CNY,CNY,156,,X,L,False,2022-01-31 20:43:51.581515+00:00
200,CNY,CNY,156,,X,L,False,2022-01-31 20:43:51.581515+00:00
250,CNY,CNY,156,,X,L,False,2022-01-31 20:43:51.581515+00:00
000,DEM,DEM,280,,X,L,False,2022-01-31 20:43:51.581515+00:00
001,DEM,DEM,280,,X,L,False,2022-01-31 20:43:51.581515+00:00
050,DEM,DEM,280,,X,L,False,2022-01-31 20:43:51.581515+00:00
100,DEM,DEM,280,,X,L,False,2022-01-31 20:43:51.581515+00:00
200,DEM,DEM,280,,X,L,False,2022-01-31 20:43:51.581515+00:00
250,DEM,DEM,280,,X,L,False,2022-01-31 20:43:51.581515+00:00
000,USD,USD,840,,X,L,False,2022-01-31 20:43:51.581515+00:00
001,USD,USD,840,,X,L,False,2022-01-31 20:43:51.581515+00:00
050,USD,USD,840,,X,L,False,2022-01-31 20:43:51.581515+00:00
100,USD,USD,840,,X,L,False,2022-01-31 20:43:51.581515+00:00
200,USD,USD,840,,X,L,False,2022-01-31 20:43:51.581515+00:00
250,USD,USD,840,,X,L,False,2022-01-31 20:43:51.581515+00:00
000,XPF,XPF,953,,X,L,False,2022-01-31 20:43:51.581515+00:00
001,XPF,XPF,953,,X,L,False,2022-01-31 20:43:51.581515+00:00
050,XPF,XPF,953,,X,L,False,2022-01-31 20:43:51.581515+00:00
100,XPF,XPF,953,,X,L,False,2022-01-31 20:43:51.581515+00:00
200,XPF,XPF,953,,X,L,False,2022-01-31 20:43:51.581515+00:00
250,XPF,XPF,953,,X,L,False,2022-01-31 20:43:51.581515+00:00
800,AUD5,AUD,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BRC,BRC,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,IGPM,IGP,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ARA,ARA,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,TJLP,BND,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,XDS,,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KIS,KIS,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MXP,MXP,,1993-12-31,,I,False,2021-03-31 05:00:48.917885+00:00
800,SUR,SUR,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,PLZ,PLZ,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,UNI,UNI,,9999-12-31,,I,False,2021-03-31 05:00:48.917885+00:00
800,AUD4,AUD,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ECU,0,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,AOK,AOK,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,NUC,,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,PEI,PEI,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ZRZ,ZRZ,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,XCU,XCU,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,UGS,UGS,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GEK,GEK,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,UYP,UYP,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,NIC,NIC,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,IDX,IDX,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,PKT,PKT,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,UAK,UAK,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BAD,BAD,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BGL,BGL,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,EUR3,EUR,,,,I,False,2021-03-31 05:00:48.917885+00:00
800,AFA,AFA,004,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ALL,ALL,008,,,I,False,2021-03-31 05:00:48.917885+00:00
800,DZD,DZD,012,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ADP,ADP,020,,,I,False,2021-03-31 05:00:48.917885+00:00
800,AON,AON,024,,,I,False,2021-03-31 05:00:48.917885+00:00
800,AZM,AZM,031,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ARS,ARS,032,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ATS,ATS,040,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BSD,BSD,044,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BHD,BHD,048,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BDT,BDT,050,,,I,False,2021-03-31 05:00:48.917885+00:00
800,AMD,AMD,051,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BBD,BBD,052,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BEF,BEF,056,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BMD,BMD,060,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BTN,BTN,064,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BOB,BOB,068,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BWP,BWP,072,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BZD,BZD,084,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SBD,SBD,090,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BND,BND,096,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MMK,MMK,104,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BIF,BIF,108,,,I,False,2021-03-31 05:00:48.917885+00:00
800,BYB,BYB,112,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KHR,KHR,116,,,I,False,2021-03-31 05:00:48.917885+00:00
800,CAD,CAD,124,,,I,False,2021-03-31 05:00:48.917885+00:00
800,CVE,CVE,132,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KYD,KYD,136,,,I,False,2021-03-31 05:00:48.917885+00:00
800,LKR,LKR,144,,,I,False,2021-03-31 05:00:48.917885+00:00
800,RMB,CNY,156,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KMF,KMF,174,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ZRN,ZRN,180,,,I,False,2021-03-31 05:00:48.917885+00:00
800,CRC,CRC,188,,,I,False,2021-03-31 05:00:48.917885+00:00
800,HRK,HRK,191,,,I,False,2021-03-31 05:00:48.917885+00:00
800,CUP,CUP,192,,,I,False,2021-03-31 05:00:48.917885+00:00
800,CYP,CYP,196,,,I,False,2021-03-31 05:00:48.917885+00:00
800,CZK,CZK,203,,,I,False,2021-03-31 05:00:48.917885+00:00
800,DKK,DKK,208,,,I,False,2021-03-31 05:00:48.917885+00:00
800,DOP,DOP,214,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ECS,ECS,218,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SVC,SVC,222,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ETB,ETB,230,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ERN,ERN,232,,,I,False,2021-03-31 05:00:48.917885+00:00
800,EEK,EEK,233,,,I,False,2021-03-31 05:00:48.917885+00:00
800,FKP,FKP,238,,,I,False,2021-03-31 05:00:48.917885+00:00
800,FJD,FJD,242,,,I,False,2021-03-31 05:00:48.917885+00:00
800,FIM,FIM,246,,,I,False,2021-03-31 05:00:48.917885+00:00
800,FRF,FRF,250,,,I,False,2021-03-31 05:00:48.917885+00:00
800,DJF,DJF,262,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GMD,GMD,270,,,I,False,2021-03-31 05:00:48.917885+00:00
800,DEM3,DEM,280,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GHC,GHC,288,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GIP,GIP,292,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GRD,GRD,300,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GTQ,GTQ,320,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GNF,GNF,324,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GYD,GYD,328,,,I,False,2021-03-31 05:00:48.917885+00:00
800,HTG,HTG,332,,,I,False,2021-03-31 05:00:48.917885+00:00
800,HNL,HNL,340,,,I,False,2021-03-31 05:00:48.917885+00:00
800,HKD,HKD,344,,,I,False,2021-03-31 05:00:48.917885+00:00
800,HUF,HUF,348,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ISK,ISK,352,,,I,False,2021-03-31 05:00:48.917885+00:00
800,INR,INR,356,,,I,False,2021-03-31 05:00:48.917885+00:00
800,IDR,IDR,360,,,I,False,2021-03-31 05:00:48.917885+00:00
800,IRR,IRR,364,,,I,False,2021-03-31 05:00:48.917885+00:00
800,IQD,IQD,368,,,I,False,2021-03-31 05:00:48.917885+00:00
800,IEP,IEP,372,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ILS,ILS,376,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ITL,ITL,380,,,I,False,2021-03-31 05:00:48.917885+00:00
800,JMD,JMD,388,,,I,False,2021-03-31 05:00:48.917885+00:00
800,JPY,JPY,392,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KZT,KZT,398,,,I,False,2021-03-31 05:00:48.917885+00:00
800,JOD,JOD,400,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KES,KES,404,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KPW,KPW,408,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KRW,KRW,410,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KWD,KWD,414,,,I,False,2021-03-31 05:00:48.917885+00:00
800,KGS,KGS,417,,,I,False,2021-03-31 05:00:48.917885+00:00
800,LAK,LAK,418,,,I,False,2021-03-31 05:00:48.917885+00:00
800,LBP,LBP,422,,,I,False,2021-03-31 05:00:48.917885+00:00
800,LSL,LSL,426,,,I,False,2021-03-31 05:00:48.917885+00:00
800,LVL,LVL,428,,,I,False,2021-03-31 05:00:48.917885+00:00
800,LRD,LRD,430,,,I,False,2021-03-31 05:00:48.917885+00:00
800,LYD,LYD,434,,,I,False,2021-03-31 05:00:48.917885+00:00
800,LTL,LTL,440,,,I,False,2021-03-31 05:00:48.917885+00:00
800,LUF,LUF,442,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MOP,MOP,446,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MGF,MGF,450,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MWK,MWK,454,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MYR,MYR,458,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MVR,MVR,462,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MTL,MTL,470,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MRO,MRO,478,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MUR,MUR,480,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MXN,MXN,484,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MNT,MNT,496,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MDL,MDL,498,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MAD,MAD,504,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MZM,MZM,508,,,I,False,2021-03-31 05:00:48.917885+00:00
800,OMR,OMR,512,,,I,False,2021-03-31 05:00:48.917885+00:00
800,NAD,NAD,516,,,I,False,2021-03-31 05:00:48.917885+00:00
800,NPR,NPR,524,,,I,False,2021-03-31 05:00:48.917885+00:00
800,NLG,NLG,528,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ANG,ANG,532,,,I,False,2021-03-31 05:00:48.917885+00:00
800,AWG,AWG,533,,,I,False,2021-03-31 05:00:48.917885+00:00
800,VUV,VUV,548,,,I,False,2021-03-31 05:00:48.917885+00:00
800,NZD,NZD,554,,,I,False,2021-03-31 05:00:48.917885+00:00
800,NIO,NIO,558,,,I,False,2021-03-31 05:00:48.917885+00:00
800,NGN,NGN,566,,,I,False,2021-03-31 05:00:48.917885+00:00
800,NOK,NOK,578,,,I,False,2021-03-31 05:00:48.917885+00:00
800,PKR,PKR,586,,,I,False,2021-03-31 05:00:48.917885+00:00
800,PAB,PAB,590,,,I,False,2021-03-31 05:00:48.917885+00:00
800,PGK,PGK,598,,,I,False,2021-03-31 05:00:48.917885+00:00
800,PYG,PYG,600,,,I,False,2021-03-31 05:00:48.917885+00:00
800,PHP,PHP,608,,,I,False,2021-03-31 05:00:48.917885+00:00
800,PTE,PTE,620,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GWP,GWP,624,,,I,False,2021-03-31 05:00:48.917885+00:00
800,TPE,TPE,626,,,I,False,2021-03-31 05:00:48.917885+00:00
800,QAR,QAR,634,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ROL,ROL,642,,,I,False,2021-03-31 05:00:48.917885+00:00
800,RUB,RUB,643,,,I,False,2021-03-31 05:00:48.917885+00:00
800,RWF,RWF,646,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SHP,SHP,654,,,I,False,2021-03-31 05:00:48.917885+00:00
800,STD,STD,678,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SAR,SAR,682,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SCR,SCR,690,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SLL,SLL,694,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SGD,SGD,702,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SKK,SKK,703,,,I,False,2021-03-31 05:00:48.917885+00:00
800,VND,VND,704,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SIT,SIT,705,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SOS,SOS,706,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ZAR,ZAR,710,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ZWD,ZWD,716,,,I,False,2021-03-31 05:00:48.917885+00:00
800,ESP,ESP,724,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SDD,SDD,736,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SDP,SDP,736,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SRG,SRG,740,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SZL,SZL,748,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SEK,SEK,752,,,I,False,2021-03-31 05:00:48.917885+00:00
800,CHF,CHF,756,,,I,False,2021-03-31 05:00:48.917885+00:00
800,SYP,SYP,760,,,I,False,2021-03-31 05:00:48.917885+00:00
800,TJR,TJR,762,,,I,False,2021-03-31 05:00:48.917885+00:00
800,THB,THB,764,,,I,False,2021-03-31 05:00:48.917885+00:00
800,TOP,TOP,776,,,I,False,2021-03-31 05:00:48.917885+00:00
800,TTD,TTD,780,,,I,False,2021-03-31 05:00:48.917885+00:00
800,AED,AED,784,,,I,False,2021-03-31 05:00:48.917885+00:00
800,TND,TND,788,,,I,False,2021-03-31 05:00:48.917885+00:00
800,TRL,TRL,792,,,I,False,2021-03-31 05:00:48.917885+00:00
800,TMM,TMM,795,,,I,False,2021-03-31 05:00:48.917885+00:00
800,UGX,UGX,800,,,I,False,2021-03-31 05:00:48.917885+00:00
800,MKD,MKD,807,,,I,False,2021-03-31 05:00:48.917885+00:00
800,EGP,EGP,818,,,I,False,2021-03-31 05:00:48.917885+00:00
800,GBP,GBP,826,,,I,False,2021-03-31 05:00:48.917885+00:00
800,TZS,TZS,834,,,I,False,2021-03-31 05:00:48.917885+00:00
800,USD5,USD,840,,,I,False,2021-03-31 05:00:48.917885+00:00
800,UYU,UYU,858,,,I,False,2021-03-31 05:00:48.917885+00:00
800,UZS,UZS,860,,,I,False,2021-03-31 05:00:48.917885+00:00
800,VEB,VEB,862,,,I,False,2021-03-31 05:00:48.917885+00:00
800,WST,WST,882,,,I,False,2021-03-31 05:00:48.917885+00:00
800,YER,YER,886,,,I,False,2021-03-31 05:00:48.917885+00:00
