mandt,bukrs,butxt,ort01,land1,waers,spras,ktopl,waabw,periv,kokfi,rcomp,adrnr,stceg,fikrs,xfmco,xfmcb,xfmca,txjcd,fmhrdate,buvar,fdbuk,xfdis,xvalv,xskfn,kkber,xmwsn,mregl,xgsbe,xgjrv,xkdft,xprod,xeink,xjvaa,xvvwa,xslta,xfdmm,xfdsd,xextb,ebukr,ktop2,umkrs,bukrs_glob,fstva,opvar,xcovr,txkrs,wfvar,xbbbf,xbbbe,xbbba,xbbko,xstdt,mwskv,mwska,impda,xnegp,xkkbi,wt_newwt,pp_pdate,infmt,fstvare,kopim,dkweg,offsacct,bapovar,xcos,xcession,xsplt,surccm,dtprov,dtamtc,dttaxc,dttdsp,dtaxr,xvatdate,pst_per_var,xbbsc,f_obsolete,fm_derive_acc,operation_flag,is_deleted,recordstamp
100,RERF,WEG Referenzbuchungskreis,Walldorf,DE,EUR,E,WEG,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,SE01,Country Template SE,Sweden,SE,SEK,V,CASE,,K4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,U0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,SE01,Country Template SE,Sweden,SE,SEK,V,CASE,,K4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,U0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,SE01,Country Template SE,Sweden,SE,SEK,V,CASE,,K4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,U0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,SE01,Country Template SE,Sweden,SE,SEK,V,CASE,,K4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,U0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,SE01,Country Template SE,Sweden,SE,SEK,V,CASE,,K4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,U0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,SE01,Country Template SE,Sweden,SE,SEK,V,CASE,,K4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,U0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,SE01,Country Template SE,Sweden,SE,SEK,E,CASE,,K4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,U0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,SE01,Country Template SE,Sweden,SE,SEK,E,CASE,,K4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,U0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,SG01,SAP Asia,Singapore,SG,SGD,E,INT,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,SG01,SAP Asia,Singapore,SG,SGD,E,INT,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,SG01,SAP Asia,Singapore,SG,SGD,E,INT,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,SG01,SAP Asia,Singapore,SG,SGD,E,INT,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,SG01,SAP Asia,Singapore,SG,SGD,E,INT,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,SG01,SAP Asia,Singapore,SG,SGD,E,INT,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,SG01,SAP Asia,Singapore,SG,SGD,E,INT,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,SK01,Country Template SK,Slovak Republic,SK,EUR,Q,CASK,05,K4,2,,0000023121,SK1234567890,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,X0,Y0,,X,,,,,,,,,,,,,,,,,,,X,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,SK01,Country Template SK,Slovak Republic,SK,EUR,Q,CASK,05,K4,2,,0000023121,SK1234567890,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,X0,Y0,,X,,,,,,,,,,,,,,,,,,,X,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,SK01,Country Template SK,Slovak Republic,SK,EUR,Q,CASK,05,K4,2,,0000023121,SK1234567890,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,X0,Y0,,X,,,,,,,,,,,,,,,,,,,X,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,SK01,Country Template SK,Slovak Republic,SK,EUR,Q,CASK,05,K4,2,,0000023121,SK1234567890,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,X0,Y0,,X,,,,,,,,,,,,,,,,,,,X,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,SK01,Country Template SK,Slovak Republic,SK,EUR,Q,CASK,05,K4,2,,0000023121,SK1234567890,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,X0,Y0,,X,,,,,,,,,,,,,,,,,,,X,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,SK01,Country Template SK,Slovak Republic,SK,EUR,Q,CASK,05,K4,2,,0000023121,SK1234567890,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,X0,Y0,,X,,,,,,,,,,,,,,,,,,,X,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,SK01,Country Template SK,Slovak Republic,SK,EUR,E,CASK,05,K4,2,,0000023121,SK1234567890,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,X0,Y0,,X,,,,,,,,,,,,,,,,,,,X,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,SK01,Country Template SK,Slovak Republic,SK,EUR,E,CASK,05,K4,2,,0000023121,SK1234567890,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,X0,Y0,,X,,,,,,,,,,,,,,,,,,,X,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,SLE0,Musterbank,,,EUR,,BKMG,,K4,,SLE0,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,SLE0,Musterbank,,,EUR,,BKMG,,K4,,SLE0,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,SLE0,Musterbank,,,EUR,,BKMG,,K4,,SLE0,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,SLE0,Musterbank,,,EUR,,BKMG,,K4,,SLE0,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,SLE0,Musterbank,,,EUR,,BKMG,,K4,,SLE0,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,SLE0,Musterbank,,,EUR,,BKMG,,K4,,SLE0,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,SLE0,Musterbank,,,EUR,E,BKMG,,K4,,SLE0,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,SLE0,Musterbank,,,EUR,E,BKMG,,K4,,SLE0,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,TH01,Country Template TH,Bangkok,TH,THB,2,INT,10,K4,,,,TH3101247572,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,0001,0001,,4,,,,,,,VX,OX,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,TH01,Country Template TH,Bangkok,TH,THB,2,INT,10,K4,,,,TH3101247572,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,0001,0001,,4,,,,,,,VX,OX,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,TH01,Country Template TH,Bangkok,TH,THB,2,INT,10,K4,,,,TH3101247572,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,0001,0001,,4,,,,,,,VX,OX,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,TH01,Country Template TH,Bangkok,TH,THB,2,INT,10,K4,,,,TH3101247572,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,0001,0001,,4,,,,,,,VX,OX,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,TH01,Country Template TH,Bangkok,TH,THB,2,INT,10,K4,,,,TH3101247572,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,0001,0001,,4,,,,,,,VX,OX,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,TH01,Country Template TH,Bangkok,TH,THB,2,INT,10,K4,,,,TH3101247572,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,0001,0001,,4,,,,,,,VX,OX,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,TH01,Country Template TH,Bangkok,TH,THB,E,INT,10,K4,,,,TH3101247572,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,0001,0001,,4,,,,,,,VX,OX,,X,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,TH01,Country Template TH,Bangkok,TH,THB,E,INT,10,K4,,,,TH3101247572,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,0001,0001,,4,,,,,,,VX,OX,,X,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,TR01,Country Template TR,Turkey,TR,TRY,T,CATR,10,K4,2,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,TR01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,TR01,Country Template TR,Turkey,TR,TRY,T,CATR,10,K4,2,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,TR01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,TR01,Country Template TR,Turkey,TR,TRY,T,CATR,10,K4,2,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,TR01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,TR01,Country Template TR,Turkey,TR,TRY,T,CATR,10,K4,2,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,TR01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,TR01,Country Template TR,Turkey,TR,TRY,T,CATR,10,K4,2,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,TR01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,TR01,Country Template TR,Turkey,TR,TRY,T,CATR,10,K4,2,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,TR01,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,TR01,Country Template TR,Turkey,TR,TRY,E,CATR,10,K4,2,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,TR01,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,TR01,Country Template TR,Turkey,TR,TRY,E,CATR,10,K4,2,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,X,,TR01,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,TW01,Country Template TW,Taipei,TW,TWD,M,CATW,,K4,2,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,TW01,Country Template TW,Taipei,TW,TWD,M,CATW,,K4,2,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,TW01,Country Template TW,Taipei,TW,TWD,M,CATW,,K4,2,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,TW01,Country Template TW,Taipei,TW,TWD,M,CATW,,K4,2,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,TW01,Country Template TW,Taipei,TW,TWD,M,CATW,,K4,2,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,TW01,Country Template TW,Taipei,TW,TWD,M,CATW,,K4,2,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,TW01,Country Template TW,Taipei,TW,TWD,E,CATW,,K4,2,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,TW01,Country Template TW,Taipei,TW,TWD,E,CATW,,K4,2,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,UA01,Country Template UA,Ukraine,UA,UAH,8,CAUA,,K4,2,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,P4,I0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,UA01,Country Template UA,Ukraine,UA,UAH,8,CAUA,,K4,2,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,I0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,UA01,Country Template UA,Ukraine,UA,UAH,8,CAUA,,K4,2,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,I0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,UA01,Country Template UA,Ukraine,UA,UAH,8,CAUA,,K4,2,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,I0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,UA01,Country Template UA,Ukraine,UA,UAH,8,CAUA,,K4,2,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,I0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,UA01,Country Template UA,Ukraine,UA,UAH,8,CAUA,,K4,2,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,I0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,UA01,Country Template UA,Ukraine,UA,UAH,E,CAUA,,K4,2,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,I0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,UA01,Country Template UA,Ukraine,UA,UAH,E,CAUA,,K4,2,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,I0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,RS01,Country template RS,Serbia,RS,RSD,d,CARS,10,K4,,,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,RS01,RS01,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,RS01,Country template RS,Serbia,RS,RSD,d,CARS,10,K4,,,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,RS01,RS01,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,RS01,Country template RS,Serbia,RS,RSD,d,CARS,10,K4,,,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,RS01,RS01,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,RS01,Country template RS,Serbia,RS,RSD,d,CARS,10,K4,,,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,RS01,RS01,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,RS01,Country template RS,Serbia,RS,RSD,d,CARS,10,K4,,,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,RS01,RS01,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,RS01,Country template RS,Serbia,RS,RSD,d,CARS,10,K4,,,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,RS01,RS01,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,RS01,Country template RS,Serbia,RS,RSD,E,CARS,10,K4,,,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,RS01,RS01,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,RS01,Country template RS,Serbia,RS,RSD,E,CARS,10,K4,,,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,,,RS01,RS01,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,AT01,Country Template AT,Austria,AT,EUR,D,INT,10,K4,2,,,,,,,,,,1,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,X,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,AT01,Country Template AT,Austria,AT,EUR,D,INT,10,K4,2,,,,,,,,,,1,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,X,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,AT01,Country Template AT,Austria,AT,EUR,D,INT,10,K4,2,,,,,,,,,,1,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,X,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,AT01,Country Template AT,Austria,AT,EUR,D,INT,10,K4,2,,,,,,,,,,1,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,X,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,AT01,Country Template AT,Austria,AT,EUR,D,INT,10,K4,2,,,,,,,,,,1,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,X,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,AT01,Country Template AT,Austria,AT,EUR,D,INT,10,K4,2,,,,,,,,,,1,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,X,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,AT01,Country Template AT,Austria,AT,EUR,E,INT,10,K4,2,,,,,,,,,,1,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,X,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,AT01,Country Template AT,Austria,AT,EUR,E,INT,10,K4,2,,,,,,,,,,1,,,,,,,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,X,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,BE01,Country Template BE,Belgium,BE,EUR,E,CABE,10,K4,2,,,BE000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,BE01,Country Template BE,Belgium,BE,EUR,E,CABE,10,K4,2,,,BE000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,BE01,Country Template BE,Belgium,BE,EUR,E,CABE,10,K4,2,,,BE000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,BE01,Country Template BE,Belgium,BE,EUR,E,CABE,10,K4,2,,,BE000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,BE01,Country Template BE,Belgium,BE,EUR,E,CABE,10,K4,2,,,BE000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,BE01,Country Template BE,Belgium,BE,EUR,E,CABE,10,K4,2,,,BE000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,BE01,Country Template BE,Belgium,BE,EUR,E,CABE,10,K4,2,,,BE000009797,,,,,,,2,,,X,X,0001,X,,X,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,CA01,Country Template CA,Canada,CA,CAD,E,CANA,10,K4,2,,,,,,,,,,2,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,2,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,CA01,Country Template CA,Canada,CA,CAD,E,CANA,10,K4,2,,,,,,,,,,2,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,2,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CA01,Country Template CA,Canada,CA,CAD,E,CANA,10,K4,2,,,,,,,,,,2,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,2,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CA01,Country Template CA,Canada,CA,CAD,E,CANA,10,K4,2,,,,,,,,,,2,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,2,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,CA01,Country Template CA,Canada,CA,CAD,E,CANA,10,K4,2,,,,,,,,,,2,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,2,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,CA01,Country Template CA,Canada,CA,CAD,E,CANA,10,K4,2,,,,,,,,,,2,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,2,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CA01,Country Template CA,Canada,CA,CAD,E,CANA,10,K4,2,,,,,,,,,,2,,,X,,,,,X,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,2,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
